  Date       Dividend   Company Ticker
  Date: 2021-11-29, Dividend: 0.7, Company Ticker: DOW,
  Date: 2017-11-06, Dividend: 0.27, Company Ticker: INTC,
  Date: 2017-11-03, Dividend: 0.32, Company Ticker: C,
  Date: 2017-11-03, Dividend: 0.75, Company Ticker: OKE,
  Date: 2017-10-31, Dividend: 0.21, Company Ticker: O,
  Date: 2017-10-30, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-10-30, Dividend: 0.42, Company Ticker: EPD,
  Date: 2017-10-30, Dividend: 0.13, Company Ticker: KMI,
  Date: 2017-10-30, Dividend: 0.25, Company Ticker: MS,
  Date: 2017-10-30, Dividend: 0.65, Company Ticker: OHI,
  Date: 2017-10-30, Dividend: 0.06, Company Ticker: PSEC,
  Date: 2017-10-27, Dividend: 0.44, Company Ticker: BX,
  Date: 2017-10-12, Dividend: 0.64, Company Ticker: ABBV,
  Date: 2017-10-06, Dividend: 0.49, Company Ticker: T,
  Date: 2017-10-06, Dividend: 0.59, Company Ticker: VZ,
  Date: 2017-10-05, Dividend: 0.56, Company Ticker: JPM,
  Date: 2017-09-29, Dividend: 0.5, Company Ticker: NRZ,
  Date: 2017-09-29, Dividend: 0.21, Company Ticker: O,
  Date: 2017-09-28, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-09-28, Dividend: 0.15, Company Ticker: IIPR,
  Date: 2017-09-28, Dividend: 0.3, Company Ticker: NLY,
  Date: 2017-09-28, Dividend: 0.06, Company Ticker: PSEC,
  Date: 2017-09-26, Dividend: 1.07, Company Ticker: PM,
  Date: 2017-09-14, Dividend: 0.06, Company Ticker: DVN,
  Date: 2017-09-14, Dividend: 0.52, Company Ticker: GILD,
  Date: 2017-09-14, Dividend: 0.66, Company Ticker: MO,
  Date: 2017-09-14, Dividend: 0.47, Company Ticker: MRK,
  Date: 2017-09-13, Dividend: 0.08, Company Ticker: NEM,
  Date: 2017-08-31, Dividend: 0.54, Company Ticker: LUMN,
  Date: 2017-08-30, Dividend: 0.21, Company Ticker: O,
  Date: 2017-08-29, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-08-29, Dividend: 0.08, Company Ticker: PSEC,
  Date: 2017-08-23, Dividend: 1.18, Company Ticker: MMM,
  Date: 2017-08-18, Dividend: 0.75, Company Ticker: PRU,
  Date: 2017-08-17, Dividend: 0.58, Company Ticker: SO,
  Date: 2017-08-16, Dividend: 1.08, Company Ticker: CVX,
  Date: 2017-08-16, Dividend: 0.89, Company Ticker: DUK,
  Date: 2017-08-16, Dividend: 0.63, Company Ticker: KHC,
  Date: 2017-08-16, Dividend: 0.4, Company Ticker: WBA,
  Date: 2017-08-15, Dividend: 1.15, Company Ticker: AMGN,
  Date: 2017-08-15, Dividend: 1.8, Company Ticker: SPG,
  Date: 2017-08-11, Dividend: 0.49, Company Ticker: ENB,
  Date: 2017-08-10, Dividend: 0.83, Company Ticker: UPS,
  Date: 2017-08-10, Dividend: 0.77, Company Ticker: XOM,
  Date: 2017-08-09, Dividend: 0.6, Company Ticker: BP,
  Date: 2017-08-09, Dividend: 0.5, Company Ticker: GSK,
  Date: 2017-08-09, Dividend: 1.11, Company Ticker: RIO,
  Date: 2017-08-08, Dividend: 1.5, Company Ticker: IBM,
  Date: 2017-08-07, Dividend: 0.05, Company Ticker: VLO,
  Date: 2017-08-03, Dividend: 0.32, Company Ticker: C,
  Date: 2017-08-03, Dividend: 0.285, Company Ticker: ET,
  Date: 2017-08-03, Dividend: 0.27, Company Ticker: INTC,
  Date: 2017-08-03, Dividend: 0.75, Company Ticker: OKE,
  Date: 2017-08-02, Dividend: 0.32, Company Ticker: PFE,
  Date: 2017-07-28, Dividend: 0.21, Company Ticker: O,
  Date: 2017-07-28, Dividend: 0.64, Company Ticker: OHI,
  Date: 2017-07-27, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-07-27, Dividend: 0.54, Company Ticker: BX,
  Date: 2017-07-27, Dividend: 0.42, Company Ticker: EPD,
  Date: 2017-07-27, Dividend: 0.13, Company Ticker: KMI,
  Date: 2017-07-27, Dividend: 0.25, Company Ticker: MS,
  Date: 2017-07-27, Dividend: 0.08, Company Ticker: PSEC,
  Date: 2017-07-12, Dividend: 0.64, Company Ticker: ABBV,
  Date: 2017-07-06, Dividend: 0.49, Company Ticker: T,
  Date: 2017-07-06, Dividend: 0.58, Company Ticker: VZ,
  Date: 2017-07-03, Dividend: 0.5, Company Ticker: JPM,
  Date: 2017-06-29, Dividend: 0.5, Company Ticker: NRZ,
  Date: 2017-06-29, Dividend: 0.21, Company Ticker: O,
  Date: 2017-06-28, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-06-28, Dividend: 0.15, Company Ticker: IIPR,
  Date: 2017-06-28, Dividend: 0.3, Company Ticker: NLY,
  Date: 2017-06-28, Dividend: 0.08, Company Ticker: PSEC,
  Date: 2017-06-21, Dividend: 1.04, Company Ticker: PM,
  Date: 2017-06-14, Dividend: 0.52, Company Ticker: GILD,
  Date: 2017-06-13, Dividend: 0.06, Company Ticker: DVN,
  Date: 2017-06-13, Dividend: 0.61, Company Ticker: MO,
  Date: 2017-06-13, Dividend: 0.47, Company Ticker: MRK,
  Date: 2017-06-06, Dividend: 0.05, Company Ticker: NEM,
  Date: 2017-06-01, Dividend: 0.54, Company Ticker: LUMN,
  Date: 2017-05-30, Dividend: 0.21, Company Ticker: O,
  Date: 2017-05-26, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-05-26, Dividend: 0.08, Company Ticker: PSEC,
  Date: 2017-05-19, Dividend: 0.75, Company Ticker: PRU,
  Date: 2017-05-17, Dividend: 1.08, Company Ticker: CVX,
  Date: 2017-05-17, Dividend: 0.86, Company Ticker: DUK,
  Date: 2017-05-17, Dividend: 0.6, Company Ticker: KHC,
  Date: 2017-05-17, Dividend: 1.18, Company Ticker: MMM,
  Date: 2017-05-16, Dividend: 0.38, Company Ticker: WBA,
  Date: 2017-05-15, Dividend: 1.15, Company Ticker: AMGN,
  Date: 2017-05-15, Dividend: 1.75, Company Ticker: SPG,
  Date: 2017-05-15, Dividend: 0.7, Company Ticker: VLO,
  Date: 2017-05-11, Dividend: 0.45, Company Ticker: ENB,
  Date: 2017-05-11, Dividend: 0.58, Company Ticker: SO,
  Date: 2017-05-11, Dividend: 0.83, Company Ticker: UPS,
  Date: 2017-05-10, Dividend: 0.6, Company Ticker: BP,
  Date: 2017-05-10, Dividend: 0.49, Company Ticker: GSK,
  Date: 2017-05-10, Dividend: 0.32, Company Ticker: PFE,
  Date: 2017-05-10, Dividend: 0.77, Company Ticker: XOM,
  Date: 2017-05-08, Dividend: 0.285, Company Ticker: ET,
  Date: 2017-05-08, Dividend: 1.5, Company Ticker: IBM,
  Date: 2017-05-03, Dividend: 0.27, Company Ticker: INTC,
  Date: 2017-04-27, Dividend: 0.87, Company Ticker: BX,
  Date: 2017-04-27, Dividend: 0.16, Company Ticker: C,
  Date: 2017-04-27, Dividend: 0.13, Company Ticker: KMI,
  Date: 2017-04-27, Dividend: 0.2, Company Ticker: MS,
  Date: 2017-04-27, Dividend: 0.21, Company Ticker: O,
  Date: 2017-04-27, Dividend: 0.63, Company Ticker: OHI,
  Date: 2017-04-27, Dividend: 0.62, Company Ticker: OKE,
  Date: 2017-04-26, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-04-26, Dividend: 0.42, Company Ticker: EPD,
  Date: 2017-04-26, Dividend: 0.08, Company Ticker: PSEC,
  Date: 2017-04-24, Dividend: 0.24, Company Ticker: VALE,
  Date: 2017-04-11, Dividend: 0.64, Company Ticker: ABBV,
  Date: 2017-04-06, Dividend: 0.49, Company Ticker: T,
  Date: 2017-04-06, Dividend: 0.58, Company Ticker: VZ,
  Date: 2017-04-04, Dividend: 0.5, Company Ticker: JPM,
  Date: 2017-03-30, Dividend: 0.21, Company Ticker: O,
  Date: 2017-03-29, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-03-29, Dividend: 0.3, Company Ticker: NLY,
  Date: 2017-03-29, Dividend: 0.08, Company Ticker: PSEC,
  Date: 2017-03-23, Dividend: 0.48, Company Ticker: NRZ,
  Date: 2017-03-21, Dividend: 1.04, Company Ticker: PM,
  Date: 2017-03-14, Dividend: 0.52, Company Ticker: GILD,
  Date: 2017-03-13, Dividend: 0.06, Company Ticker: DVN,
  Date: 2017-03-13, Dividend: 0.61, Company Ticker: MO,
  Date: 2017-03-13, Dividend: 0.47, Company Ticker: MRK,
  Date: 2017-03-07, Dividend: 0.05, Company Ticker: NEM,
  Date: 2017-03-01, Dividend: 0.6, Company Ticker: KHC,
  Date: 2017-03-01, Dividend: 0.54, Company Ticker: LUMN,
  Date: 2017-02-27, Dividend: 0.21, Company Ticker: O,
  Date: 2017-02-24, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-02-24, Dividend: 0.08, Company Ticker: PSEC,
  Date: 2017-02-22, Dividend: 0.57, Company Ticker: GSK,
  Date: 2017-02-22, Dividend: 1.26, Company Ticker: RIO,
  Date: 2017-02-17, Dividend: 0.75, Company Ticker: PRU,
  Date: 2017-02-16, Dividend: 0.56, Company Ticker: SO,
  Date: 2017-02-16, Dividend: 0.83, Company Ticker: UPS,
  Date: 2017-02-15, Dividend: 0.6, Company Ticker: BP,
  Date: 2017-02-15, Dividend: 0.86, Company Ticker: DUK,
  Date: 2017-02-15, Dividend: 1.18, Company Ticker: MMM,
  Date: 2017-02-14, Dividend: 1.08, Company Ticker: CVX,
  Date: 2017-02-13, Dividend: 1.15, Company Ticker: AMGN,
  Date: 2017-02-13, Dividend: 0.43, Company Ticker: ENB,
  Date: 2017-02-13, Dividend: 0.7, Company Ticker: VLO,
  Date: 2017-02-13, Dividend: 0.38, Company Ticker: WBA,
  Date: 2017-02-10, Dividend: 1.75, Company Ticker: SPG,
  Date: 2017-02-08, Dividend: 1.4, Company Ticker: IBM,
  Date: 2017-02-08, Dividend: 0.75, Company Ticker: XOM,
  Date: 2017-02-03, Dividend: 0.285, Company Ticker: ET,
  Date: 2017-02-03, Dividend: 0.26, Company Ticker: INTC,
  Date: 2017-02-02, Dividend: 0.47, Company Ticker: BX,
  Date: 2017-02-02, Dividend: 0.16, Company Ticker: C,
  Date: 2017-02-01, Dividend: 0.32, Company Ticker: PFE,
  Date: 2017-01-30, Dividend: 0.13, Company Ticker: KMI,
  Date: 2017-01-30, Dividend: 0.21, Company Ticker: O,
  Date: 2017-01-27, Dividend: 0.18, Company Ticker: AGNC,
  Date: 2017-01-27, Dividend: 0.41, Company Ticker: EPD,
  Date: 2017-01-27, Dividend: 0.2, Company Ticker: MS,
  Date: 2017-01-27, Dividend: 0.62, Company Ticker: OHI,
  Date: 2017-01-27, Dividend: 0.08, Company Ticker: PSEC,
  Date: 2017-01-26, Dividend: 0.62, Company Ticker: OKE,
  Date: 2017-01-11, Dividend: 0.64, Company Ticker: ABBV,
  Date: 2017-01-06, Dividend: 0.49, Company Ticker: T,
  Date: 2017-01-06, Dividend: 0.58, Company Ticker: VZ,
  Date: 2017-01-04, Dividend: 0.48, Company Ticker: JPM
